id,nni,first_name,last_name,full_name,gender,birth_date,ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,profile_type,kyc_level,status,device_type,registration_date,last_login,created_at,updated_at
4645,0205762800,Mbareck,Kane,Mbareck Kane,M,2002-09-13,SONINKE,+22245806381,,5,Trarza,11,,STANDARD,,ACTIVE,USSD,2023-02-03,2024-10-16T13:31:16.216Z,2023-02-03T11:19:41.465Z,2024-10-16T13:31:16.216Z
6319,6215805232,Rokaya,Mint Hamoud,Rokaya Mint Hamoud,F,1962-05-02,MAURE,+22222656333,,15,Tiris Zemmour,54,,ACTIVE,,ACTIVE,WEB,2024-12-12,2024-12-28T04:14:02.489Z,2024-12-12T14:45:39.937Z,2024-12-28T04:14:02.489Z
9173,9105109173,Sidina,Ould Brahim,Sidina Ould Brahim,M,1991-03-27,MAURE,+22223188449,,5,Trarza,15,,ACTIVE,,ACTIVE,WEB,2023-03-20,2024-10-02T05:41:37.041Z,2023-03-20T19:42:38.249Z,2024-10-02T05:41:37.041Z
4943,6402582030,Aminata,Sène,Aminata Sène,F,1964-10-23,WOLOF,+22222815866,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2023-10-19,2024-04-04T19:10:51.845Z,2023-10-19T00:59:12.974Z,2024-04-04T19:10:51.845Z
9650,7201977306,Saliou,Kanouté,Saliou Kanouté,M,1972-11-27,PEUL,+22223846826,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,IOS,2023-09-15,2024-02-28T19:10:39.723Z,2023-09-15T20:41:12.178Z,2024-02-28T19:10:39.723Z
2971,8501273141,Oumou,Diop,Oumou Diop,F,1985-08-20,WOLOF,+22248962153,oumou.diop703@hotmail.fr,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2022-06-01,2022-11-15T04:40:24.295Z,2022-06-01T22:58:45.674Z,2022-11-15T04:40:24.295Z
1700,9203676373,Moulaye,Niang,Moulaye Niang,M,1992-06-05,WOLOF,+22224310812,,3,Nouakchott-Sud,9,,ACTIVE,,ACTIVE,ANDROID,2023-05-25,2023-06-11T01:00:18.437Z,2023-05-25T12:02:21.115Z,2023-06-11T01:00:18.437Z
3652,8010646252,Coumba,Sall,Coumba Sall,F,1980-04-07,PEUL,+22233757337,coumba.sall801@hotmail.fr,10,Hodh Ech Chargui,38,,OCCASIONAL,,ACTIVE,USSD,2022-10-20,2024-08-16T15:42:12.110Z,2022-10-20T10:49:58.359Z,2024-08-16T15:42:12.110Z
1495,7715144199,El Khalil,Koné,El Khalil Koné,M,1977-12-10,PEUL,+22235820558,,15,Tiris Zemmour,55,,ACTIVE,,ACTIVE,WEB,2022-12-14,2024-09-03T03:09:49.657Z,2022-12-14T09:37:29.423Z,2024-09-03T03:09:49.657Z
931,7701593989,Ahmed,Sène,Ahmed Sène,M,1977-03-28,SONINKE,+22235596595,,1,Nouakchott-Nord,1,,STANDARD,,INACTIVE,IOS,2022-01-16,2023-06-27T19:01:09.360Z,2022-01-16T09:09:09.818Z,2023-06-27T19:01:09.360Z
5675,7713590686,Abdel Aziz,Ould Hamoud,Abdel Aziz Ould Hamoud,M,1977-09-12,MAURE,+22236016569,,13,Tagant,51,,ACTIVE,,ACTIVE,ANDROID,2023-06-01,2023-10-10T15:13:09.903Z,2023-06-01T04:49:52.291Z,2023-10-10T15:13:09.903Z
4320,6815239778,Mohamed,Ould Saad,Mohamed Ould Saad,M,1968-09-05,MAURE,+22237952874,,15,Tiris Zemmour,54,,ACTIVE,,PENDING_KYC,ANDROID,2024-12-20,2024-12-26T01:24:31.425Z,2024-12-20T18:05:13.007Z,2024-12-26T01:24:31.425Z
5962,9904661959,Aichetou,Wane,Aichetou Wane,F,1999-04-01,PEUL,+22223279854,aichetou.wane59@gmail.com,4,Dakhlet Nouadhibou,10,,VIP,,ACTIVE,WEB,2022-03-16,2022-03-18T09:37:44.244Z,2022-03-16T21:58:54.709Z,2022-03-18T09:37:44.244Z
5003,7904069612,Isselmou,Ould Soufi,Isselmou Ould Soufi,M,1979-02-09,MAURE,+22249129964,isselmou.ouldsoufi652@hotmail.fr,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,IOS,2022-08-04,2022-12-04T11:19:45.357Z,2022-08-04T10:55:23.733Z,2022-12-04T11:19:45.357Z
6419,6101127457,Sidiki,Mbaye,Sidiki Mbaye,M,1961-08-07,SONINKE,+22222716259,,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,WEB,2024-08-26,2024-09-18T18:55:18.806Z,2024-08-26T13:27:23.216Z,2024-09-18T18:55:18.806Z
4436,9715888422,Jemila,Mint Abdel Aziz,Jemila Mint Abdel Aziz,F,1997-10-27,MAURE,+22243728829,jemila.mintabdelaziz387@outlook.com,15,Tiris Zemmour,55,,STANDARD,,INACTIVE,ANDROID,2024-10-10,2024-12-07T22:14:05.793Z,2024-10-10T23:43:06.891Z,2024-12-07T22:14:05.793Z
2099,6104062649,Yacouba,Koita,Yacouba Koita,M,1961-10-01,PEUL,+22234073961,,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,PENDING_KYC,ANDROID,2022-12-18,2023-05-31T20:58:09.607Z,2022-12-18T18:31:06.991Z,2023-05-31T20:58:09.607Z
5092,8405843901,Cheick,Fofana,Cheick Fofana,M,1984-01-01,SONINKE,+22225014314,cheick.fofana694@outlook.com,5,Trarza,15,,ACTIVE,,ACTIVE,USSD,2023-08-21,2024-01-20T15:56:56.095Z,2023-08-21T07:42:23.753Z,2024-01-20T15:56:56.095Z
6830,7804562327,Zeinab,Koné,Zeinab Koné,F,1978-01-23,SONINKE,+22235472371,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2022-03-26,2022-10-01T15:28:35.435Z,2022-03-26T02:11:13.227Z,2022-10-01T15:28:35.435Z
9442,7302871064,Daouda,Ndiaye,Daouda Ndiaye,M,1973-11-15,WOLOF,+22224970117,,2,Nouakchott-Ouest,5,,OCCASIONAL,,BLOCKED,USSD,2022-02-15,2023-04-17T03:48:34.277Z,2022-02-15T10:09:31.496Z,2023-04-17T03:48:34.277Z
9845,0202920072,Aichetou,Mint Ahmed,Aichetou Mint Ahmed,F,2002-10-17,MAURE,+22223741304,,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,IOS,2023-11-29,2024-02-20T07:23:41.723Z,2023-11-29T20:47:22.198Z,2024-02-20T07:23:41.723Z
1159,7202246575,Aicha,Mint Zein,Aicha Mint Zein,F,1972-05-06,MAURE,+22249903100,aicha.mintzein671@yahoo.fr,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,IOS,2023-08-19,2024-03-31T22:20:09.536Z,2023-08-19T10:07:26.635Z,2024-03-31T22:20:09.536Z
3256,7802925799,Boubacar,Gaye,Boubacar Gaye,M,1978-03-24,PEUL,+22234714042,boubacar.gaye406@outlook.com,2,Nouakchott-Ouest,4,,ACTIVE,,ACTIVE,USSD,2024-06-10,2024-08-20T16:59:07.072Z,2024-06-10T18:39:23.256Z,2024-08-20T16:59:07.072Z
3946,7404015911,Aicha,Mint Lemrabott,Aicha Mint Lemrabott,F,1974-02-24,MAURE,+22224182794,aicha.mintlemrabott999@yahoo.fr,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2023-04-30,2024-12-21T08:35:37.891Z,2023-04-30T13:23:52.794Z,2024-12-21T08:35:37.891Z
8903,9409287166,Mokhtar,Fofana,Mokhtar Fofana,M,1994-11-26,PEUL,+22222377610,,9,Assaba,31,,ACTIVE,,ACTIVE,ANDROID,2022-02-13,2024-11-03T09:44:26.627Z,2022-02-13T19:01:24.816Z,2024-11-03T09:44:26.627Z
6580,7713464585,Souleymane,Ould Vall,Souleymane Ould Vall,M,1977-03-24,MAURE,+22223203092,souleymane.ouldvall238@gmail.com,13,Tagant,49,,STANDARD,,BLOCKED,ANDROID,2023-04-09,2024-11-13T08:11:58.148Z,2023-04-09T04:14:53.976Z,2024-11-13T08:11:58.148Z
8351,6708828784,Abdel Kader,Cissé,Abdel Kader Cissé,M,1967-06-12,SONINKE,+22242966850,abdelkader.cissé420@yahoo.fr,8,Guidimaka,29,,PREMIUM,,PENDING_KYC,ANDROID,2024-03-31,2024-08-14T01:40:11.938Z,2024-03-31T10:58:16.534Z,2024-08-14T01:40:11.938Z
6721,7904314233,Sidi Mohamed,Ould Vall,Sidi Mohamed Ould Vall,M,1979-12-02,MAURE,+22223821122,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2022-10-13,2023-11-27T22:56:43.249Z,2022-10-13T08:04:53.936Z,2023-11-27T22:56:43.249Z
1816,6402686967,Salka,Mint Jiddou,Salka Mint Jiddou,F,1964-03-14,MAURE,+22236547746,salka.mintjiddou681@hotmail.fr,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,WEB,2022-09-06,2024-12-01T10:36:09.740Z,2022-09-06T22:44:43.372Z,2024-12-01T10:36:09.740Z
2915,7812113452,Aissata,Mint Isselmou,Aissata Mint Isselmou,F,1978-12-19,MAURE,+22222567311,,12,Adrar,47,,ACTIVE,,ACTIVE,IOS,2023-05-21,2024-12-27T08:22:43.212Z,2023-05-21T10:33:30.123Z,2024-12-27T08:22:43.212Z
8156,8003103049,Mbareck,Ould Maloum,Mbareck Ould Maloum,M,1980-11-10,MAURE,+22223223608,mbareck.ouldmaloum531@gmail.com,3,Nouakchott-Sud,9,,STANDARD,,PENDING_KYC,WEB,2023-01-25,2023-12-21T17:45:10.041Z,2023-01-25T10:07:13.319Z,2023-12-21T17:45:10.041Z
9748,9804262562,Jemila,Sy,Jemila Sy,F,1998-07-11,PEUL,+22249689710,jemila.sy604@gmail.com,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,ANDROID,2024-03-06,2024-12-26T17:58:55.148Z,2024-03-06T04:12:04.227Z,2024-12-26T17:58:55.148Z
5892,6806490036,Zakaria,Ould Sidi,Zakaria Ould Sidi,M,1968-09-14,MAURE,+22225837678,,6,Brakna,19,,STANDARD,,ACTIVE,ANDROID,2022-07-12,2024-03-14T07:53:59.847Z,2022-07-12T00:45:15.663Z,2024-03-14T07:53:59.847Z
5399,6305998954,Maguette,Thiam,Maguette Thiam,M,1963-08-17,PEUL,+22224298942,,5,Trarza,12,,ACTIVE,,INACTIVE,ANDROID,2023-01-05,2024-08-06T10:31:29.017Z,2023-01-05T22:37:08.461Z,2024-08-06T10:31:29.017Z
3434,0202517726,Hamoud,Gaye,Hamoud Gaye,M,2002-09-20,PEUL,+22247507835,,2,Nouakchott-Ouest,6,,PREMIUM,,ACTIVE,ANDROID,2024-08-04,2024-12-09T00:46:34.538Z,2024-08-04T20:48:07.583Z,2024-12-09T00:46:34.538Z
7078,0306882210,Houda,Wade,Houda Wade,F,2003-02-13,WOLOF,+22232362831,,6,Brakna,18,,OCCASIONAL,,INACTIVE,ANDROID,2023-12-22,2024-11-21T19:15:45.753Z,2023-12-22T14:47:23.723Z,2024-11-21T19:15:45.753Z
9684,7102694290,Mor,Wade,Mor Wade,M,1971-11-21,PEUL,+22224638023,,2,Nouakchott-Ouest,5,,PREMIUM,,ACTIVE,ANDROID,2023-03-06,2024-04-08T03:56:38.918Z,2023-03-06T10:41:43.776Z,2024-04-08T03:56:38.918Z
7334,8409532203,Vatma,Mint El Ghassem,Vatma Mint El Ghassem,F,1984-06-21,MAURE,+22234184445,vatma.mintelghassem359@yahoo.fr,9,Assaba,32,,ACTIVE,,ACTIVE,ANDROID,2024-01-17,2024-12-06T15:42:49.006Z,2024-01-17T13:01:16.532Z,2024-12-06T15:42:49.006Z
6521,9504365260,Soumaïla,Ly,Soumaïla Ly,M,1995-01-01,PEUL,+22223148697,soumaïla.ly525@gmail.com,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,ANDROID,2022-08-09,2024-05-29T08:24:36.940Z,2022-08-09T17:04:15.459Z,2024-05-29T08:24:36.940Z
3721,8201953480,Hamoud,Barry,Hamoud Barry,M,1982-01-04,PEUL,+22233184413,,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,ANDROID,2023-06-10,2024-06-06T08:56:30.779Z,2023-06-10T17:27:06.746Z,2024-06-06T08:56:30.779Z
5554,6102439768,Tekber,Mint El Mokhtar,Tekber Mint El Mokhtar,F,1961-10-01,MAURE,+22243273508,,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,IOS,2022-08-05,2024-08-02T03:02:14.993Z,2022-08-05T17:35:03.011Z,2024-08-02T03:02:14.993Z
9294,6903886493,Hamoud,Ould Hamoud,Hamoud Ould Hamoud,M,1969-11-10,MAURE,+22232853218,hamoud.ouldhamoud200@hotmail.fr,3,Nouakchott-Sud,9,,DORMANT,,ACTIVE,ANDROID,2023-07-27,2024-06-03T02:19:51.878Z,2023-07-27T04:38:08.124Z,2024-06-03T02:19:51.878Z
1205,9303659106,Mouna,Mint Salem,Mouna Mint Salem,F,1993-01-04,MAURE,+22222898295,,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,IOS,2024-08-20,2024-11-23T05:50:47.615Z,2024-08-20T21:09:35.914Z,2024-11-23T05:50:47.615Z
4269,6504243464,Djibril,Kouyaté,Djibril Kouyaté,M,1965-10-19,SONINKE,+22246022216,,4,Dakhlet Nouadhibou,10,,DORMANT,,ACTIVE,ANDROID,2022-12-16,2023-08-08T22:30:26.226Z,2022-12-16T03:54:30.647Z,2023-08-08T22:30:26.226Z
4805,9702449858,Modibo,Ndiaye,Modibo Ndiaye,M,1997-01-25,PEUL,+22222938697,,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,USSD,2023-10-31,2024-01-23T22:06:13.684Z,2023-10-31T19:18:16.888Z,2024-01-23T22:06:13.684Z
8841,6804024789,Naima,Mint Ahmedou,Naima Mint Ahmedou,F,1968-02-27,MAURE,+22224413965,naima.mintahmedou868@yahoo.fr,4,Dakhlet Nouadhibou,10,,ACTIVE,,SUSPENDED,ANDROID,2024-05-07,2024-12-04T21:35:42.830Z,2024-05-07T12:59:23.261Z,2024-12-04T21:35:42.830Z
6095,7215792216,Vatma,Mint El Mokhtar,Vatma Mint El Mokhtar,F,1972-12-13,MAURE,+22235453004,vatma.mintelmokhtar632@gmail.com,15,Tiris Zemmour,54,,OCCASIONAL,,ACTIVE,USSD,2022-12-16,2024-12-01T04:37:31.689Z,2022-12-16T04:21:45.979Z,2024-12-01T04:37:31.689Z
8919,9202566516,El Hadji,Niang,El Hadji Niang,M,1992-11-09,WOLOF,+22237565206,,2,Nouakchott-Ouest,5,,PREMIUM,,ACTIVE,IOS,2024-11-16,2024-12-30T01:07:51.527Z,2024-11-16T18:23:03.794Z,2024-12-30T01:07:51.527Z
2943,7802963511,Limam,Doucouré,Limam Doucouré,M,1978-02-13,PEUL,+22224882244,,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2024-04-09,2024-09-21T16:26:11.685Z,2024-04-09T15:22:17.117Z,2024-09-21T16:26:11.685Z
9165,0405460122,Yaya,Kanouté,Yaya Kanouté,M,2004-09-02,WOLOF,+22249378768,,5,Trarza,16,,ACTIVE,,ACTIVE,IOS,2023-07-02,2024-08-24T00:21:37.398Z,2023-07-02T12:21:59.565Z,2024-08-24T00:21:37.398Z
5514,7804020214,Naima,Soumaré,Naima Soumaré,F,1978-02-21,PEUL,+22224126098,naima.soumaré535@yahoo.fr,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,ANDROID,2023-04-10,2024-07-01T22:51:09.566Z,2023-04-10T02:59:55.919Z,2024-07-01T22:51:09.566Z
3138,7003234986,Mouna,Mint Hamadi,Mouna Mint Hamadi,F,1970-09-17,MAURE,+22245643332,mouna.minthamadi800@hotmail.fr,3,Nouakchott-Sud,8,,OCCASIONAL,,ACTIVE,USSD,2022-07-15,2022-10-06T15:31:57.346Z,2022-07-15T10:02:41.163Z,2022-10-06T15:31:57.346Z
8786,0301118206,Saad,Diallo,Saad Diallo,M,2003-11-27,PEUL,+22235643307,saad.diallo30@gmail.com,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2024-02-16,2024-11-10T16:54:49.625Z,2024-02-16T17:51:00.376Z,2024-11-10T16:54:49.625Z
4725,9301921555,Defa,Mint Soufi,Defa Mint Soufi,F,1993-02-25,MAURE,+22236851946,defa.mintsoufi76@yahoo.fr,1,Nouakchott-Nord,2,,ACTIVE,,ACTIVE,ANDROID,2024-10-21,2024-11-20T06:28:40.167Z,2024-10-21T08:47:08.208Z,2024-11-20T06:28:40.167Z
3748,8001938706,Safiya,Sy,Safiya Sy,F,1980-11-20,SONINKE,+22224541047,,1,Nouakchott-Nord,2,,ACTIVE,,ACTIVE,USSD,2024-05-28,2024-10-14T10:52:20.886Z,2024-05-28T18:44:59.118Z,2024-10-14T10:52:20.886Z
9745,7206288294,Halima,Mint Maloum,Halima Mint Maloum,F,1972-06-10,MAURE,+22237589173,halima.mintmaloum463@yahoo.fr,6,Brakna,18,,OCCASIONAL,,ACTIVE,ANDROID,2022-02-20,2024-12-30T06:58:47.985Z,2022-02-20T18:41:51.273Z,2024-12-30T06:58:47.985Z
5148,9615134458,Aziza,Dieng,Aziza Dieng,F,1996-01-03,PEUL,+22232704040,aziza.dieng820@hotmail.fr,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,IOS,2022-09-26,2024-10-08T21:57:58.379Z,2022-09-26T00:58:47.456Z,2024-10-08T21:57:58.379Z
3791,0404527945,Rokaya,Mint Brahim,Rokaya Mint Brahim,F,2004-02-01,MAURE,+22236063427,rokaya.mintbrahim120@yahoo.fr,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2022-06-03,2024-12-03T05:49:20.013Z,2022-06-03T08:21:22.758Z,2024-12-03T05:49:20.013Z
1664,6909452331,Banna,Bah,Banna Bah,F,1969-07-04,WOLOF,+22235723757,,9,Assaba,30,,DORMANT,,ACTIVE,WEB,2023-05-08,2023-07-07T18:07:51.450Z,2023-05-08T14:13:56.913Z,2023-07-07T18:07:51.450Z
8881,8201595909,Dah,Ould Khatri,Dah Ould Khatri,M,1982-05-06,MAURE,+22222820219,dah.ouldkhatri234@outlook.com,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2023-10-28,2024-08-16T19:02:08.738Z,2023-10-28T21:21:29.577Z,2024-08-16T19:02:08.738Z
9506,0004991643,Coumba,Dieng,Coumba Dieng,F,2000-06-12,PEUL,+22224781823,,4,Dakhlet Nouadhibou,10,,VIP,,ACTIVE,USSD,2024-03-27,2024-06-01T20:18:02.661Z,2024-03-27T05:43:29.203Z,2024-06-01T20:18:02.661Z
3592,9203842323,Yahya,Ould Tourad,Yahya Ould Tourad,M,1992-03-07,MAURE,+22223488199,,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,USSD,2023-04-03,2024-12-04T09:25:41.679Z,2023-04-03T02:43:55.072Z,2024-12-04T09:25:41.679Z
104,6402792639,Issa,Wane,Issa Wane,M,1964-08-25,WOLOF,+22233138727,,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2022-06-25,2023-08-20T11:56:29.263Z,2022-06-25T07:11:22.079Z,2023-08-20T11:56:29.263Z
33,8404503464,Messoud,Ould Hadrami,Messoud Ould Hadrami,M,1984-08-02,MAURE,+22243206494,,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,WEB,2023-06-14,2024-07-05T16:12:02.375Z,2023-06-14T22:04:52.281Z,2024-07-05T16:12:02.375Z
4166,8402978255,Halima,Ndiaye,Halima Ndiaye,F,1984-01-21,PEUL,+22224259066,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2023-02-03,2024-01-06T04:12:34.692Z,2023-02-03T11:18:36.615Z,2024-01-06T04:12:34.692Z
9739,6802171971,Rokaya,Mint Moulaye,Rokaya Mint Moulaye,F,1968-04-16,MAURE,+22247279763,,2,Nouakchott-Ouest,4,,PREMIUM,,ACTIVE,ANDROID,2024-11-25,2024-12-02T03:18:11.922Z,2024-11-25T19:12:16.268Z,2024-12-02T03:18:11.922Z
2735,8404678973,Zein,Sissoko,Zein Sissoko,M,1984-06-27,WOLOF,+22244259435,zein.sissoko887@gmail.com,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2023-06-14,2024-12-17T04:53:31.754Z,2023-06-14T00:04:00.704Z,2024-12-17T04:53:31.754Z
8524,9005075972,Dah,Ould Khalil,Dah Ould Khalil,M,1990-11-25,MAURE,+22225891109,,5,Trarza,12,,STANDARD,,ACTIVE,ANDROID,2024-07-29,2024-09-13T11:46:58.534Z,2024-07-29T09:20:08.914Z,2024-09-13T11:46:58.534Z
8153,9502204989,Messoud,Ly,Messoud Ly,M,1995-11-05,SONINKE,+22223398592,messoud.ly450@yahoo.fr,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,IOS,2024-08-24,2024-11-10T19:00:19.521Z,2024-08-24T01:23:38.476Z,2024-11-10T19:00:19.521Z
8995,7601163149,Aïda,Ndiaye,Aïda Ndiaye,F,1976-01-01,WOLOF,+22234751123,,1,Nouakchott-Nord,3,,OCCASIONAL,,ACTIVE,API,2023-05-03,2023-08-17T09:50:26.177Z,2023-05-03T14:39:43.668Z,2023-08-17T09:50:26.177Z
4603,7501612721,Idrissa,Bathily,Idrissa Bathily,M,1975-04-01,SONINKE,+22222809124,,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,USSD,2022-11-04,2024-10-23T03:37:03.997Z,2022-11-04T11:39:42.126Z,2024-10-23T03:37:03.997Z
3105,0001856808,Aissata,Mint Limam,Aissata Mint Limam,F,2000-09-12,MAURE,+22244472015,,1,Nouakchott-Nord,2,,STANDARD,,ACTIVE,WEB,2024-01-02,2024-10-12T10:07:43.458Z,2024-01-02T06:54:37.800Z,2024-10-12T10:07:43.458Z
6124,7313256142,Hafsata,Gaye,Hafsata Gaye,F,1973-09-12,PEUL,+22234875756,,13,Tagant,51,,STANDARD,,ACTIVE,ANDROID,2023-07-14,2024-11-05T03:41:57.866Z,2023-07-14T05:33:21.419Z,2024-11-05T03:41:57.866Z
9714,0303951517,Sidi,Diarra,Sidi Diarra,M,2003-08-27,WOLOF,+22222978759,sidi.diarra59@gmail.com,3,Nouakchott-Sud,8,,PREMIUM,,ACTIVE,WEB,2024-02-20,2024-10-13T20:30:59.297Z,2024-02-20T06:12:58.203Z,2024-10-13T20:30:59.297Z
5594,7402196199,Hamadi,Ould Limam,Hamadi Ould Limam,M,1974-12-28,MAURE,+22225929876,hamadi.ouldlimam197@outlook.com,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2022-07-14,2024-10-16T01:06:30.766Z,2022-07-14T20:27:27.816Z,2024-10-16T01:06:30.766Z
3362,8104053775,Mariama,Sow,Mariama Sow,F,1981-09-24,PEUL,+22223260137,,4,Dakhlet Nouadhibou,10,,ACTIVE,,ACTIVE,IOS,2022-07-12,2022-11-05T15:23:35.313Z,2022-07-12T23:13:45.129Z,2022-11-05T15:23:35.313Z
166,8207046546,Kelthoum,Mint Tourad,Kelthoum Mint Tourad,F,1982-03-25,MAURE,+22232907750,,7,Gorgol,26,,OCCASIONAL,,ACTIVE,ANDROID,2024-07-21,2024-11-25T01:17:53.859Z,2024-07-21T10:58:20.790Z,2024-11-25T01:17:53.859Z
2723,8303743031,Safiya,Mint Mohamed,Safiya Mint Mohamed,F,1983-08-18,MAURE,+22223258281,safiya.mintmohamed131@outlook.com,3,Nouakchott-Sud,8,,OCCASIONAL,,ACTIVE,IOS,2023-12-24,2024-02-26T16:03:34.537Z,2023-12-24T18:55:00.902Z,2024-02-26T16:03:34.537Z
874,0201174724,Khadijetou,Bâ,Khadijetou Bâ,F,2002-12-06,WOLOF,+22225937448,,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,ANDROID,2023-01-20,2023-01-25T04:27:42.554Z,2023-01-20T20:20:24.300Z,2023-01-25T04:27:42.554Z
7183,6403598173,Maimouna,Sène,Maimouna Sène,F,1964-08-15,PEUL,+22236968437,,3,Nouakchott-Sud,9,,OCCASIONAL,,INACTIVE,ANDROID,2023-05-16,2023-12-29T14:56:11.149Z,2023-05-16T00:48:36.980Z,2023-12-29T14:56:11.149Z
533,6702709078,Salka,Mint Tourad,Salka Mint Tourad,F,1967-03-12,MAURE,+22222674750,,2,Nouakchott-Ouest,4,,PREMIUM,,ACTIVE,ANDROID,2023-10-19,2024-05-10T15:52:01.940Z,2023-10-19T23:58:43.334Z,2024-05-10T15:52:01.940Z
2273,0006665520,Hawa,Fall,Hawa Fall,F,2000-03-06,WOLOF,+22225960567,hawa.fall326@gmail.com,6,Brakna,17,,STANDARD,,ACTIVE,ANDROID,2022-02-15,2023-01-02T21:24:15.357Z,2022-02-15T23:09:49.927Z,2023-01-02T21:24:15.357Z
2746,7601389194,Aicha,Mint Maloum,Aicha Mint Maloum,F,1976-08-01,MAURE,+22223798690,aicha.mintmaloum273@gmail.com,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2023-05-28,2023-08-30T02:01:39.956Z,2023-05-28T00:29:13.067Z,2023-08-30T02:01:39.956Z
3140,9315479480,Vall,Ould Moulaye,Vall Ould Moulaye,M,1993-12-02,MAURE,+22237260591,,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,ANDROID,2023-05-27,2024-07-21T20:20:27.955Z,2023-05-27T13:31:19.534Z,2024-07-21T20:20:27.955Z
7992,9004025493,Coumba,Diarra,Coumba Diarra,F,1990-08-27,WOLOF,+22241804194,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,WEB,2024-01-11,2024-02-01T09:18:20.138Z,2024-01-11T15:10:01.788Z,2024-02-01T09:18:20.138Z
8888,7604579738,Meymouna,Mint Horma,Meymouna Mint Horma,F,1976-01-23,MAURE,+22242430742,,4,Dakhlet Nouadhibou,10,,PREMIUM,,ACTIVE,IOS,2023-12-21,2024-07-22T02:06:55.360Z,2023-12-21T11:42:46.651Z,2024-07-22T02:06:55.360Z
4375,8511510742,Daouda,Sy,Daouda Sy,M,1985-02-01,SONINKE,+22225600723,,11,Hodh El Gharbi,41,,ACTIVE,,ACTIVE,ANDROID,2024-07-25,2024-09-23T05:17:01.600Z,2024-07-25T12:26:57.685Z,2024-09-23T05:17:01.600Z
3394,7501896860,El Mokhtar,Diagana,El Mokhtar Diagana,M,1975-01-17,PEUL,+22224214552,,1,Nouakchott-Nord,1,,STANDARD,,PENDING_KYC,USSD,2022-03-28,2022-11-19T01:22:34.363Z,2022-03-28T00:23:37.517Z,2022-11-19T01:22:34.363Z
9120,9701862159,Rokhaya,Ba,Rokhaya Ba,F,1997-09-15,PEUL,+22225474134,,1,Nouakchott-Nord,2,,OCCASIONAL,,ACTIVE,ANDROID,2024-06-16,2024-12-23T01:01:41.995Z,2024-06-16T02:51:16.534Z,2024-12-23T01:01:41.995Z
7115,9709559284,Massamba,Kane,Massamba Kane,M,1997-02-20,SONINKE,+22225806451,,9,Assaba,31,,OCCASIONAL,,INACTIVE,ANDROID,2023-10-30,2024-10-22T20:52:34.668Z,2023-10-30T16:44:32.252Z,2024-10-22T20:52:34.668Z
9283,7102260413,Aminetou,Mint Hadrami,Aminetou Mint Hadrami,F,1971-07-13,MAURE,+22222479823,,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,ANDROID,2024-05-25,2024-09-08T15:19:20.801Z,2024-05-25T00:48:14.902Z,2024-09-08T15:19:20.801Z
