id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
3100,2825,NC962802887,CORPORATE,,MRU,2743,25000,500000,15000000,ACTIVE,true,2023-09-05,2024-07-08T08:41:36.645Z,2023-09-05T19:44:40.750Z,2024-07-08T08:41:36.645Z
3102,2827,NS272549629,SAVINGS,,MRU,35350,30000,500000,15000000,ACTIVE,true,2023-07-13,2024-04-08T19:57:33.484Z,2023-07-13T18:57:49.985Z,2024-04-08T19:57:33.484Z
3115,2838,NC377417087,CORPORATE,,MRU,48500,2000,500000,15000000,ACTIVE,true,2023-04-30,2024-08-09T01:36:29.268Z,2023-04-30T01:28:39.424Z,2024-08-09T01:36:29.268Z
3129,2850,NS744710922,SAVINGS,,MRU,40000,40000,500000,15000000,ACTIVE,true,2023-07-13,2024-03-14T06:19:13.849Z,2023-07-13T16:52:27.457Z,2024-03-14T06:19:13.849Z
3140,2860,NW462268114,WALLET,,MRU,1014000,14000,500000,15000000,ACTIVE,true,2022-02-04,2023-01-19T19:32:25.967Z,2022-02-04T13:46:19.395Z,2023-01-19T19:32:25.967Z
3150,2869,NA142346739,AGENT,,MRU,45400,10000,500000,15000000,ACTIVE,true,2022-04-04,2024-09-14T01:38:48.239Z,2022-04-04T23:09:38.056Z,2024-09-14T01:38:48.239Z
3178,2896,NM714286804,MERCHANT,,MRU,5700,21000,500000,15000000,ACTIVE,true,2022-12-30,2023-08-23T10:56:44.443Z,2022-12-30T18:54:26.391Z,2023-08-23T10:56:44.443Z
3191,2907,NW437255501,WALLET,,MRU,1142000,42000,500000,15000000,ACTIVE,true,2022-05-05,2024-02-19T07:18:06.509Z,2022-05-05T09:54:00.954Z,2024-02-19T07:18:06.509Z
3199,2915,NW853218224,WALLET,,MRU,300,10000,500000,15000000,ACTIVE,true,2023-05-21,2024-12-15T15:05:51.052Z,2023-05-21T10:33:30.123Z,2024-12-15T15:05:51.052Z
3201,2917,NW557552576,WALLET,,MRU,3750,45000,500000,15000000,ACTIVE,true,2022-06-07,2024-08-13T19:16:48.066Z,2022-06-07T00:59:55.615Z,2024-08-13T19:16:48.066Z
3219,2933,NW352094531,WALLET,,MRU,16000,16000,500000,15000000,ACTIVE,true,2024-10-15,2024-10-20T17:20:39.382Z,2024-10-15T00:12:56.544Z,2024-10-20T17:20:39.382Z
3220,2934,NC717300176,CORPORATE,,MRU,7370,50000,500000,15000000,ACTIVE,true,2023-01-29,2023-09-17T14:48:23.218Z,2023-01-29T11:03:33.191Z,2023-09-17T14:48:23.218Z
3230,2943,NW806353584,WALLET,,MRU,4500,4500,500000,15000000,ACTIVE,true,2024-04-09,2024-04-12T21:44:59.527Z,2024-04-09T15:22:17.117Z,2024-04-12T21:44:59.527Z
3256,2966,NW905841261,WALLET,,MRU,250,19000,500000,15000000,ACTIVE,true,2024-07-12,2024-11-28T00:15:06.034Z,2024-07-12T12:27:45.954Z,2024-11-28T00:15:06.034Z
3261,2971,NC268408298,CORPORATE,,MRU,24275,4900,500000,15000000,ACTIVE,true,2022-06-01,2024-02-13T05:58:22.849Z,2022-06-01T22:58:45.674Z,2024-02-13T05:58:22.849Z
3268,2978,NW829521894,WALLET,,MRU,974,2700,500000,15000000,ACTIVE,true,2024-07-23,2024-08-04T03:40:36.520Z,2024-07-23T07:39:52.094Z,2024-08-04T03:40:36.520Z
3270,2980,NW942891270,WALLET,,MRU,815390,12000,500000,15000000,ACTIVE,true,2022-02-06,2023-05-19T03:17:45.478Z,2022-02-06T02:44:18.775Z,2023-05-19T03:17:45.478Z
3282,2990,NW546279073,WALLET,,MRU,2025,19000,500000,15000000,ACTIVE,true,2024-02-05,2024-09-23T13:16:49.111Z,2024-02-05T21:33:32.259Z,2024-09-23T13:16:49.111Z
3287,2995,NW432317614,WALLET,,MRU,63400,47000,500000,15000000,ACTIVE,true,2024-12-21,2024-12-21T21:39:48.999Z,2024-12-21T04:56:17.707Z,2024-12-21T21:39:48.999Z
3307,3011,NW681689203,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2022-08-03,2024-02-26T04:11:38.431Z,2022-08-03T18:11:27.121Z,2024-02-26T04:11:38.431Z
3308,3012,NM991029978,MERCHANT,,MRU,1231,29000,500000,15000000,ACTIVE,true,2023-09-10,2024-06-16T15:10:55.276Z,2023-09-10T19:26:36.400Z,2024-06-16T15:10:55.276Z
3326,3030,NW861234784,WALLET,,MRU,0,6900,500000,15000000,ACTIVE,true,2023-05-16,2023-07-05T15:20:17.614Z,2023-05-16T20:01:34.348Z,2023-07-05T15:20:17.614Z
3332,3036,NW260831356,WALLET,,MRU,23000,23000,500000,15000000,ACTIVE,true,2023-04-16,2023-10-28T07:08:57.757Z,2023-04-16T14:40:29.871Z,2023-10-28T07:08:57.757Z
3336,3040,NM687565088,MERCHANT,,MRU,3200,3200,500000,15000000,ACTIVE,true,2023-05-06,2023-07-21T23:11:07.794Z,2023-05-06T19:24:35.847Z,2023-07-21T23:11:07.794Z
3350,3054,NC947821021,CORPORATE,,MRU,17000,17000,500000,15000000,ACTIVE,true,2024-12-16,2024-12-22T18:28:44.149Z,2024-12-16T12:34:35.491Z,2024-12-22T18:28:44.149Z
3362,3066,NS899369478,SAVINGS,,MRU,10000,10000,500000,15000000,ACTIVE,true,2022-05-06,2024-01-11T10:47:01.037Z,2022-05-06T21:53:46.926Z,2024-01-11T10:47:01.037Z
3365,3069,NW970475912,WALLET,,MRU,600,600,500000,15000000,FROZEN,true,2024-11-14,2024-12-18T16:03:07.858Z,2024-11-14T16:18:25.346Z,2024-12-18T16:03:07.858Z
3392,3094,NA130515813,AGENT,,MRU,544000,44000,500000,15000000,ACTIVE,true,2024-03-15,2024-07-11T09:22:07.606Z,2024-03-15T02:02:25.539Z,2024-07-11T09:22:07.606Z
3394,3096,NC167582988,CORPORATE,,MRU,4300,4300,500000,15000000,ACTIVE,true,2022-04-17,2023-04-29T12:24:27.726Z,2022-04-17T00:49:49.868Z,2023-04-29T12:24:27.726Z
3402,3104,NW374183654,WALLET,,MRU,58700,9500,500000,15000000,ACTIVE,true,2022-09-01,2023-04-27T08:41:51.979Z,2022-09-01T14:36:46.936Z,2023-04-27T08:41:51.979Z
3403,3105,NW399539977,WALLET,,MRU,36000,36000,500000,15000000,DORMANT,true,2024-01-02,2024-11-22T14:09:29.553Z,2024-01-02T06:54:37.800Z,2024-11-22T14:09:29.553Z
3440,3138,NW187594413,WALLET,,MRU,30450,1000,500000,15000000,ACTIVE,true,2022-07-15,2024-04-11T18:14:55.652Z,2022-07-15T10:02:41.163Z,2024-04-11T18:14:55.652Z
3442,3140,NM888070226,MERCHANT,,MRU,44450,15000,500000,15000000,ACTIVE,true,2023-05-27,2024-01-24T11:56:16.162Z,2023-05-27T13:31:19.534Z,2024-01-24T11:56:16.162Z
3455,3152,NA025617599,AGENT,,MRU,1571900,27000,500000,15000000,ACTIVE,true,2022-11-13,2024-12-18T15:45:39.524Z,2022-11-13T09:17:33.441Z,2024-12-18T15:45:39.524Z
3457,3154,NW158846616,WALLET,,MRU,2124850,7600,500000,15000000,ACTIVE,true,2022-07-28,2024-05-24T19:53:12.102Z,2022-07-28T18:56:02.584Z,2024-05-24T19:53:12.102Z
3476,3173,NW525814891,WALLET,,MRU,33000,33000,500000,15000000,ACTIVE,true,2023-08-27,2024-03-14T02:42:07.271Z,2023-08-27T16:43:45.111Z,2024-03-14T02:42:07.271Z
3486,3183,NA566550731,AGENT,,MRU,250,25000,500000,15000000,ACTIVE,true,2022-11-09,2023-10-15T00:34:23.935Z,2022-11-09T04:35:14.410Z,2023-10-15T00:34:23.935Z
3493,3190,NC557722330,CORPORATE,,MRU,103000,43000,500000,15000000,ACTIVE,true,2024-04-27,2024-10-12T04:06:01.774Z,2024-04-27T15:56:53.132Z,2024-10-12T04:06:01.774Z
3509,3206,NW921275139,WALLET,,MRU,41000,41000,500000,15000000,ACTIVE,true,2022-07-08,2022-11-29T22:54:38.605Z,2022-07-08T14:31:04.160Z,2022-11-29T22:54:38.605Z
3519,3215,NS924599409,SAVINGS,,MRU,1253200,23000,500000,15000000,ACTIVE,true,2023-10-08,2023-12-25T12:20:19.420Z,2023-10-08T15:19:00.612Z,2023-12-25T12:20:19.420Z
3535,3231,NW523100376,WALLET,,MRU,41000,41000,500000,15000000,ACTIVE,true,2022-06-28,2022-09-08T19:24:56.731Z,2022-06-28T23:59:32.589Z,2022-09-08T19:24:56.731Z
3543,3239,NW701890945,WALLET,,MRU,33000,33000,500000,15000000,ACTIVE,true,2022-11-01,2024-03-02T10:27:23.355Z,2022-11-01T23:13:46.565Z,2024-03-02T10:27:23.355Z
3546,3242,NW957440674,WALLET,,MRU,3100,3100,500000,15000000,ACTIVE,true,2022-05-28,2024-04-01T10:10:01.433Z,2022-05-28T05:34:13.735Z,2024-04-01T10:10:01.433Z
3560,3256,NW672172457,WALLET,,MRU,2750,42000,500000,15000000,ACTIVE,true,2024-06-10,2024-11-14T07:38:07.385Z,2024-06-10T18:39:23.256Z,2024-11-14T07:38:07.385Z
3561,3257,NW457832098,WALLET,,MRU,300,9600,500000,15000000,ACTIVE,true,2022-07-05,2023-04-03T02:22:16.199Z,2022-07-05T07:24:50.810Z,2023-04-03T02:22:16.199Z
3568,3264,NS279596328,SAVINGS,,MRU,39000,39000,500000,15000000,ACTIVE,true,2023-01-11,2023-10-06T13:12:36.164Z,2023-01-11T15:09:55.195Z,2023-10-06T13:12:36.164Z
3581,3277,NC571142912,CORPORATE,,MRU,8400,8400,500000,15000000,ACTIVE,true,2022-03-16,2023-05-17T16:08:15.452Z,2022-03-16T20:52:33.522Z,2023-05-17T16:08:15.452Z
3597,3292,NS651164412,SAVINGS,,MRU,4400,21000,500000,15000000,ACTIVE,true,2024-07-04,2024-08-08T13:18:33.432Z,2024-07-04T01:50:51.443Z,2024-08-08T13:18:33.432Z
3599,3294,NW956676483,WALLET,,MRU,12600,17000,500000,15000000,ACTIVE,true,2022-02-23,2022-08-24T19:29:40.711Z,2022-02-23T04:23:43.826Z,2022-08-24T19:29:40.711Z
3612,3307,NW643337607,WALLET,,MRU,69700,8100,500000,15000000,ACTIVE,true,2023-03-05,2023-03-16T16:02:39.308Z,2023-03-05T04:11:33.736Z,2023-03-16T16:02:39.308Z
3617,3312,NW940036058,WALLET,,MRU,32950,48000,500000,15000000,ACTIVE,true,2023-12-23,2024-12-06T05:33:21.977Z,2023-12-23T17:23:40.613Z,2024-12-06T05:33:21.977Z
3618,3313,NW718586236,WALLET,,MRU,50,41000,500000,15000000,ACTIVE,true,2023-05-10,2024-06-05T22:31:41.240Z,2023-05-10T23:33:30.186Z,2024-06-05T22:31:41.240Z
3632,3323,NW991134763,WALLET,,MRU,315369,331000,500000,15000000,ACTIVE,true,2024-12-24,2024-12-29T12:07:21.780Z,2024-12-24T07:26:12.173Z,2024-12-29T12:07:21.780Z
3633,3323,NW190860301,WALLET,,MRU,8400,271000,500000,15000000,ACTIVE,false,2024-12-24,2024-12-27T00:19:47.568Z,2024-12-24T07:26:12.173Z,2024-12-27T00:19:47.568Z
3641,3331,NA368132114,AGENT,,MRU,997450,54000,500000,15000000,ACTIVE,true,2024-05-18,2024-10-27T20:38:16.327Z,2024-05-18T15:29:10.579Z,2024-10-27T20:38:16.327Z
3642,3331,NS132341742,SAVINGS,,MRU,325000,325000,500000,15000000,ACTIVE,false,2024-05-18,2024-10-06T17:23:51.492Z,2024-05-18T15:29:10.579Z,2024-10-06T17:23:51.492Z
3647,3336,NM005690097,MERCHANT,,MRU,44000,44000,500000,15000000,ACTIVE,true,2024-10-12,2024-10-29T13:21:15.113Z,2024-10-12T16:25:46.483Z,2024-10-29T13:21:15.113Z
3673,3361,NW532585740,WALLET,,MRU,4244600,5600,500000,15000000,ACTIVE,true,2022-10-08,2023-09-06T06:18:58.712Z,2022-10-08T16:46:35.277Z,2023-09-06T06:18:58.712Z
3674,3362,NW825786739,WALLET,,MRU,4600,4600,500000,15000000,ACTIVE,true,2022-07-12,2024-10-25T01:33:56.286Z,2022-07-12T23:13:45.129Z,2024-10-25T01:33:56.286Z
3675,3363,NS442652583,SAVINGS,,MRU,4900,4900,500000,15000000,ACTIVE,true,2024-01-31,2024-06-15T03:18:48.690Z,2024-01-31T09:54:41.736Z,2024-06-15T03:18:48.690Z
3679,3367,NW200122952,WALLET,,MRU,14000,14000,500000,15000000,FROZEN,true,2023-08-24,2024-08-23T08:34:10.203Z,2023-08-24T21:46:28.436Z,2024-08-23T08:34:10.203Z
3692,3376,NM637910127,MERCHANT,,MRU,1399000,49000,500000,15000000,ACTIVE,true,2024-02-20,2024-12-01T19:12:40.468Z,2024-02-20T20:09:59.816Z,2024-12-01T19:12:40.468Z
3699,3381,NW426548481,WALLET,,MRU,600,48000,500000,15000000,ACTIVE,true,2023-07-02,2024-06-10T08:30:55.892Z,2023-07-02T17:24:48.669Z,2024-06-10T08:30:55.892Z
3707,3389,NM654411197,MERCHANT,,MRU,18950,6500,500000,15000000,ACTIVE,true,2023-04-30,2024-07-02T03:45:29.111Z,2023-04-30T02:38:23.619Z,2024-07-02T03:45:29.111Z
3712,3394,NW603171944,WALLET,,MRU,18000,18000,500000,15000000,ACTIVE,true,2022-03-28,2023-06-07T01:48:01.237Z,2022-03-28T00:23:37.517Z,2023-06-07T01:48:01.237Z
3717,3399,NW887516290,WALLET,,MRU,276575,23000,500000,15000000,ACTIVE,true,2022-06-18,2023-06-07T16:44:55.945Z,2022-06-18T03:49:49.695Z,2023-06-07T16:44:55.945Z
3718,3400,NW262768745,WALLET,,MRU,54400,49000,500000,15000000,ACTIVE,true,2023-05-06,2024-12-30T08:00:08.289Z,2023-05-06T21:27:43.037Z,2024-12-30T08:00:08.289Z
3741,3421,NW024884343,WALLET,,MRU,34000,34000,500000,15000000,ACTIVE,true,2023-01-13,2024-11-23T02:08:28.986Z,2023-01-13T13:24:57.379Z,2024-11-23T02:08:28.986Z
3756,3434,NM281547188,MERCHANT,,MRU,426000,426000,500000,15000000,CLOSED,true,2024-08-04,2024-11-05T11:43:28.928Z,2024-08-04T20:48:07.583Z,2024-11-05T11:43:28.928Z
3757,3434,NS325035572,SAVINGS,,MRU,384000,384000,500000,15000000,FROZEN,false,2024-08-04,2024-12-14T19:40:51.042Z,2024-08-04T20:48:07.583Z,2024-12-14T19:40:51.042Z
3758,3434,NS342716694,SAVINGS,,MRU,104000,104000,500000,15000000,ACTIVE,false,2024-08-04,2024-12-01T02:09:53.811Z,2024-08-04T20:48:07.583Z,2024-12-01T02:09:53.811Z
3761,3437,NW237488508,WALLET,,MRU,27000,27000,500000,15000000,ACTIVE,true,2023-05-30,2024-02-23T03:12:41.102Z,2023-05-30T04:17:17.318Z,2024-02-23T03:12:41.102Z
3774,3450,NW469329238,WALLET,,MRU,3100,3100,500000,15000000,CLOSED,true,2024-09-13,2024-12-12T23:44:29.897Z,2024-09-13T16:57:33.025Z,2024-12-12T23:44:29.897Z
3776,3452,NC791706085,CORPORATE,,MRU,15500,4400,500000,15000000,ACTIVE,true,2024-01-28,2024-03-08T22:16:05.038Z,2024-01-28T06:51:42.315Z,2024-03-08T22:16:05.038Z
3794,3468,NW660799801,WALLET,,MRU,78,41000,500000,15000000,ACTIVE,true,2023-01-24,2023-07-24T18:58:28.227Z,2023-01-24T22:00:09.426Z,2023-07-24T18:58:28.227Z
3795,3469,NW374763995,WALLET,,MRU,36000,45000,500000,15000000,ACTIVE,true,2023-09-05,2023-09-22T00:12:42.957Z,2023-09-05T01:57:45.957Z,2023-09-22T00:12:42.957Z
3806,3476,NW711436033,WALLET,,MRU,31000,11000,500000,15000000,ACTIVE,true,2022-06-10,2022-09-01T09:38:51.359Z,2022-06-10T10:21:43.332Z,2022-09-01T09:38:51.359Z
3819,3485,NM634291291,MERCHANT,,MRU,18000,18000,500000,15000000,ACTIVE,true,2022-12-29,2024-02-25T05:01:11.807Z,2022-12-29T20:24:49.256Z,2024-02-25T05:01:11.807Z
3840,3502,NM783290386,MERCHANT,,MRU,39000,25000,500000,15000000,ACTIVE,true,2022-11-12,2023-03-17T14:02:53.917Z,2022-11-12T20:24:51.775Z,2023-03-17T14:02:53.917Z
3854,3516,NS173705101,SAVINGS,,MRU,875,26000,500000,15000000,ACTIVE,true,2024-02-13,2024-05-04T22:20:34.526Z,2024-02-13T12:52:10.794Z,2024-05-04T22:20:34.526Z
3857,3519,NW220205307,WALLET,,MRU,25000,25000,500000,15000000,ACTIVE,true,2023-05-25,2024-04-08T03:46:34.961Z,2023-05-25T03:41:47.395Z,2024-04-08T03:46:34.961Z
3892,3553,NW249660611,WALLET,,MRU,250,48000,500000,15000000,ACTIVE,true,2022-03-18,2024-10-12T16:38:15.302Z,2022-03-18T22:23:04.985Z,2024-10-12T16:38:15.302Z
3899,3558,NW946113706,WALLET,,MRU,28000,28000,500000,15000000,ACTIVE,true,2023-03-14,2024-04-28T07:51:12.220Z,2023-03-14T19:59:55.561Z,2024-04-28T07:51:12.220Z
3900,3559,NS167203545,SAVINGS,,MRU,30000,30000,500000,15000000,ACTIVE,true,2022-08-10,2024-03-02T18:44:46.445Z,2022-08-10T19:59:25.804Z,2024-03-02T18:44:46.445Z
3901,3560,NW892471313,WALLET,,MRU,17000,17000,500000,15000000,ACTIVE,true,2024-09-30,2024-11-26T15:32:07.735Z,2024-09-30T08:59:42.870Z,2024-11-26T15:32:07.735Z
3915,3572,NW091186523,WALLET,,MRU,38000,38000,500000,15000000,ACTIVE,true,2024-12-19,2024-12-29T20:37:33.303Z,2024-12-19T11:12:32.716Z,2024-12-29T20:37:33.303Z
3928,3583,NS946361184,SAVINGS,,MRU,1570000,1570000,500000,15000000,DORMANT,true,2024-04-01,2024-12-10T04:14:51.091Z,2024-04-01T14:58:20.661Z,2024-12-10T04:14:51.091Z
3929,3583,NW962573200,WALLET,,MRU,2032000,1982000,500000,15000000,ACTIVE,false,2024-04-01,2024-08-21T03:57:08.742Z,2024-04-01T14:58:20.661Z,2024-08-21T03:57:08.742Z
3939,3591,NW761463880,WALLET,,MRU,19000,19000,500000,15000000,ACTIVE,true,2024-04-03,2024-04-05T18:29:54.076Z,2024-04-03T07:27:42.323Z,2024-04-05T18:29:54.076Z
3940,3592,NA253453016,AGENT,,MRU,1725,11000,500000,15000000,ACTIVE,true,2023-04-03,2024-02-23T20:19:51.980Z,2023-04-03T02:43:55.072Z,2024-02-23T20:19:51.980Z
3959,3609,NW718068838,WALLET,,MRU,2600,2600,500000,15000000,ACTIVE,true,2023-09-16,2024-04-16T03:15:04.381Z,2023-09-16T22:50:56.030Z,2024-04-16T03:15:04.381Z
3974,3624,NW930376112,WALLET,,MRU,16000,16000,500000,15000000,ACTIVE,true,2023-12-01,2024-04-21T15:30:28.367Z,2023-12-01T20:57:35.070Z,2024-04-21T15:30:28.367Z
3979,3629,NS884288072,SAVINGS,,MRU,42300,6000,500000,15000000,ACTIVE,true,2022-08-21,2023-02-02T07:29:44.296Z,2022-08-21T01:02:42.627Z,2023-02-02T07:29:44.296Z
3980,3630,NW086397230,WALLET,,MRU,950,17000,500000,15000000,ACTIVE,true,2023-09-20,2024-04-05T13:38:43.573Z,2023-09-20T23:46:08.233Z,2024-04-05T13:38:43.573Z
3996,3646,NS824550986,SAVINGS,,MRU,1835200,17000,500000,15000000,ACTIVE,true,2023-10-04,2024-01-28T05:01:00.488Z,2023-10-04T23:30:36.555Z,2024-01-28T05:01:00.488Z
4001,3649,NS379588604,SAVINGS,,MRU,1543000,1143000,500000,15000000,ACTIVE,true,2023-03-11,2024-07-06T03:17:23.096Z,2023-03-11T13:15:30.477Z,2024-07-06T03:17:23.096Z
4002,3649,NW379436016,WALLET,,MRU,1171000,1081000,500000,15000000,ACTIVE,false,2023-03-11,2023-11-03T20:49:30.338Z,2023-03-11T13:15:30.477Z,2023-11-03T20:49:30.338Z
4003,3649,NW557628155,WALLET,,MRU,607000,607000,500000,15000000,ACTIVE,false,2023-03-11,2024-05-09T10:51:54.866Z,2023-03-11T13:15:30.477Z,2024-05-09T10:51:54.866Z
4007,3652,NW235600531,WALLET,,MRU,11000,11000,500000,15000000,ACTIVE,true,2022-10-20,2024-05-22T13:03:59.589Z,2022-10-20T10:49:58.359Z,2024-05-22T13:03:59.589Z
4011,3656,NW729098350,WALLET,,MRU,14000,14000,500000,15000000,ACTIVE,true,2022-11-01,2024-02-22T08:27:31.911Z,2022-11-01T05:33:03.950Z,2024-02-22T08:27:31.911Z
4012,3657,NS061676740,SAVINGS,,MRU,43000,43000,500000,15000000,ACTIVE,true,2024-03-01,2024-04-23T08:15:42.918Z,2024-03-01T22:16:49.273Z,2024-04-23T08:15:42.918Z
4020,3665,NC983538628,CORPORATE,,MRU,2400,2400,500000,15000000,ACTIVE,true,2022-12-04,2024-01-22T00:36:49.657Z,2022-12-04T02:53:02.134Z,2024-01-22T00:36:49.657Z
4024,3669,NW918555856,WALLET,,MRU,51400,8500,500000,15000000,ACTIVE,true,2023-07-04,2023-12-22T08:59:08.241Z,2023-07-04T06:21:54.477Z,2023-12-22T08:59:08.241Z
4026,3671,NW323500394,WALLET,,MRU,4105,18000,500000,15000000,ACTIVE,true,2022-05-11,2023-10-29T15:17:24.556Z,2022-05-11T04:04:46.425Z,2023-10-29T15:17:24.556Z
4048,3693,NW499909401,WALLET,,MRU,21000,21000,500000,15000000,ACTIVE,true,2023-03-09,2023-06-26T13:40:43.049Z,2023-03-09T21:22:28.317Z,2023-06-26T13:40:43.049Z
4066,3709,NS181966662,SAVINGS,,MRU,2022000,35000,500000,15000000,ACTIVE,true,2023-04-09,2023-05-25T01:19:11.757Z,2023-04-09T15:46:03.742Z,2023-05-25T01:19:11.757Z
4078,3721,NW566958427,WALLET,,MRU,2500,2500,500000,15000000,DORMANT,true,2023-06-10,2024-12-15T18:27:15.801Z,2023-06-10T17:27:06.746Z,2024-12-15T18:27:15.801Z
4081,3724,NW203220427,WALLET,,MRU,135000,25000,500000,15000000,ACTIVE,true,2022-11-04,2024-04-07T02:28:57.821Z,2022-11-04T09:05:11.485Z,2024-04-07T02:28:57.821Z
4112,3747,NW310947656,WALLET,,MRU,4648,42000,500000,15000000,ACTIVE,true,2023-01-20,2023-04-11T12:38:00.160Z,2023-01-20T02:20:08.758Z,2023-04-11T12:38:00.160Z
4113,3748,NA936588883,AGENT,,MRU,4000,31000,500000,15000000,ACTIVE,true,2024-05-28,2024-06-05T00:57:42.523Z,2024-05-28T18:44:59.118Z,2024-06-05T00:57:42.523Z
4139,3769,NW023543119,WALLET,,MRU,250,2500,500000,15000000,ACTIVE,true,2023-03-22,2024-05-02T21:07:53.494Z,2023-03-22T01:49:01.294Z,2024-05-02T21:07:53.494Z
4147,3775,NW911456138,WALLET,,MRU,6400,6400,500000,15000000,ACTIVE,true,2024-10-12,2024-10-31T12:50:56.408Z,2024-10-12T11:21:15.876Z,2024-10-31T12:50:56.408Z
4165,3791,NW433644920,WALLET,,MRU,3300,15000,500000,15000000,ACTIVE,true,2022-06-03,2022-11-06T02:35:47.969Z,2022-06-03T08:21:22.758Z,2022-11-06T02:35:47.969Z
4190,3813,NW694938898,WALLET,,MRU,96300,7200,500000,15000000,ACTIVE,true,2024-12-26,2024-12-29T02:27:14.498Z,2024-12-26T06:51:46.484Z,2024-12-29T02:27:14.498Z
4199,3822,NM662432670,MERCHANT,,MRU,27700,2500,500000,15000000,ACTIVE,true,2023-04-03,2023-09-02T19:25:15.705Z,2023-04-03T21:12:56.171Z,2023-09-02T19:25:15.705Z
4200,3823,NM688411474,MERCHANT,,MRU,863,28000,500000,15000000,ACTIVE,true,2023-12-18,2024-08-04T16:29:22.590Z,2023-12-18T18:55:00.623Z,2024-08-04T16:29:22.590Z
4226,3847,NW426621914,WALLET,,MRU,24120,25000,500000,15000000,ACTIVE,true,2023-07-21,2024-08-14T10:41:58.980Z,2023-07-21T10:38:39.343Z,2024-08-14T10:41:58.980Z
4227,3848,NS541436672,SAVINGS,,MRU,650,650,500000,15000000,CLOSED,true,2022-01-15,2024-06-23T22:02:16.227Z,2022-01-15T20:32:35.254Z,2024-06-23T22:02:16.227Z
4231,3852,NS421054840,SAVINGS,,MRU,10450,15000,500000,15000000,ACTIVE,true,2023-05-07,2023-07-10T05:07:52.398Z,2023-05-07T09:12:24.831Z,2023-07-10T05:07:52.398Z
4242,3862,NM797512293,MERCHANT,,MRU,122946,13000,500000,15000000,ACTIVE,true,2023-07-22,2023-08-25T20:55:42.818Z,2023-07-22T06:39:12.902Z,2023-08-25T20:55:42.818Z
4244,3864,NW945207834,WALLET,,MRU,1175,14000,500000,15000000,ACTIVE,true,2023-06-15,2024-12-10T22:57:36.595Z,2023-06-15T23:30:37.045Z,2024-12-10T22:57:36.595Z
4252,3872,NW221243918,WALLET,,MRU,100,16000,500000,15000000,ACTIVE,true,2023-04-08,2024-08-22T22:00:37.401Z,2023-04-08T22:49:48.411Z,2024-08-22T22:00:37.401Z
4298,3916,NS061180591,SAVINGS,,MRU,40400,36000,500000,15000000,ACTIVE,true,2023-10-16,2024-09-11T22:38:04.907Z,2023-10-16T09:02:45.882Z,2024-09-11T22:38:04.907Z
4309,3927,NM872194052,MERCHANT,,MRU,1302600,2600,500000,15000000,ACTIVE,true,2023-06-02,2024-09-26T21:34:07.926Z,2023-06-02T05:55:07.736Z,2024-09-26T21:34:07.926Z
4314,3932,NW863442689,WALLET,,MRU,24000,24000,500000,15000000,ACTIVE,true,2023-04-24,2024-04-19T15:24:21.274Z,2023-04-24T00:05:34.202Z,2024-04-19T15:24:21.274Z
4328,3946,NA876739621,AGENT,,MRU,114000,14000,500000,15000000,ACTIVE,true,2023-04-30,2024-07-20T09:34:07.360Z,2023-04-30T13:23:52.794Z,2024-07-20T09:34:07.360Z
4358,3967,NW376743316,WALLET,,MRU,100,8000,500000,15000000,ACTIVE,true,2023-08-20,2024-07-26T08:57:07.563Z,2023-08-20T05:55:02.002Z,2024-07-26T08:57:07.563Z
4375,3982,NS328928589,SAVINGS,,MRU,1008500,8500,500000,15000000,ACTIVE,true,2023-06-22,2024-04-29T21:44:24.372Z,2023-06-22T19:12:37.165Z,2024-04-29T21:44:24.372Z
4393,3999,NW556682016,WALLET,,MRU,101200,687000,500000,15000000,ACTIVE,true,2023-05-05,2024-10-21T22:25:30.565Z,2023-05-05T18:02:25.368Z,2024-10-21T22:25:30.565Z
4394,3999,NS508677721,SAVINGS,,MRU,1596000,1596000,500000,15000000,DORMANT,false,2023-05-05,2024-11-26T22:32:09.230Z,2023-05-05T18:02:25.368Z,2024-11-26T22:32:09.230Z
4395,3999,NW108852624,WALLET,,MRU,159850,282000,500000,15000000,ACTIVE,false,2023-05-05,2024-07-02T05:00:29.458Z,2023-05-05T18:02:25.368Z,2024-07-02T05:00:29.458Z
4396,4000,NW237592756,WALLET,,MRU,1009395,906000,500000,15000000,ACTIVE,true,2023-01-17,2023-08-03T10:35:37.342Z,2023-01-17T04:25:50.884Z,2023-08-03T10:35:37.342Z
4397,4000,NS493658066,SAVINGS,,MRU,2312400,1853000,500000,15000000,ACTIVE,false,2023-01-17,2023-09-19T10:24:05.527Z,2023-01-17T04:25:50.884Z,2023-09-19T10:24:05.527Z
4415,4015,NS794187546,SAVINGS,,MRU,17650,28000,500000,15000000,ACTIVE,true,2023-09-28,2023-10-03T02:23:08.120Z,2023-09-28T17:13:43.581Z,2023-10-03T02:23:08.120Z
4419,4019,NW250387698,WALLET,,MRU,9500,9500,500000,15000000,ACTIVE,true,2022-05-11,2022-06-07T09:08:38.979Z,2022-05-11T04:04:46.425Z,2022-06-07T09:08:38.979Z
